Year:,Seller:,Bike make:,Zone:,Starter:,Kilometers:,Warranty:,Condition:,Negotiable:,Lot number:,Price:,Bike model:,Fuel system:,Displacement:,Engine type:,Power:,Gearbox:,Ignition system:,Reserve fuel capacity:,Mileage:,Fuel control:,Transmission type:,Fuel comsumption:
2010,Dealer,Bajaj,Gandaki,,50,None,New,Negotiable,6,"रु 1,00,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2017,Owner,Royal Enfield,Narayani,,11000,None,New,,46,"रु 4,00,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2016,Owner,Yamaha,Gandaki,,22000,None,New,Not negotiable,12,"रु 1,80,000",FZ-S FI,,,,,,,,,,,
,Owner,Bajaj,Gandaki,,5000,None,New,,14,"रु 2,30,000",,,,,,,,,,,,
2014,Owner,Hartford,Bagmati,,21000,None,New,Negotiable,59,"रु 2,80,000",Hartford VR 150 H,,,,,,,,,,,
2017,Owner,Bajaj,Bagmati,,3000,None,New,Negotiable,92,"रु 2,40,000",Pulsar NS160,,,,,,,,,,,
1980,Owner,Royal Enfield,Mechi,Kick,100,None,New,,1,,,Micarb VM 24,346 cc,"Single Cylinder, Four Stroke, OHV, SI Engine, Air Cooled, Twinspark",20,,point,2l,,,right side 4s ,
2015,Owner,Bajaj,Bagmati,,19500,None,New,Negotiable,70,"रु 1,60,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2010,Dealer,Bajaj,Gandaki,,50,None,New,,,,Bajaj Pulsar 220F Frame,,,,,,,,,,,
2010,Dealer,Bajaj,Gandaki,Electric,50,None,New,Negotiable,6,,Bajaj Pulsar 220F Frame,Good ,Good ,Good condition ,,Good,Good,Good ,,Good,Good ,Good 
2016,Owner,Yamaha,Bagmati,Electric & Kick,4970,Available,New,Negotiable,83,"रु 1,60,000",Fascino,Petrol ,,113.4,5500Rpm,,,N/a,,,,
2018,Dealer,Yamaha,Bagmati,Electric & Kick,,Available,New,,93,,Yamaha Ray ZR,Petrol,113cc,"Air Cooled 4-Stroke, SOHC, 2-Valve",7,,,,66,Petrol,Automatic,
2016,Owner,Hero,Narayani,,9400,Available,New,Not negotiable,39,"रु 1,00,000",Duet,Petrol,,,110,,,8 liter,40,,,
,Owner,Crossfire,Bagmati,,8000,None,New,Negotiable,83,"रु 3,90,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2013,Owner,Hero,Dhawalagiri,,18000,None,New,Negotiable,1,"रु 1,50,000",Hero CBZ Xtreme - DSS,Carburettor,149.2cc,"Air Cooled, 4- Stroke, ATFT",14,5-speed,,,,,,
2015,Owner,Bajaj,Gandaki,,22000,None,New,,10,,,,,,,,,,,,,
,,Bajaj,Gandaki,,16000,None,New,,10,,Bajaj Pulsar 180cc,,,,,,,,45,,,
2017,Owner,Yamaha,Bagmati,,11000,None,New,,82,,Yamaha FZ S V 2.0,Fuel Injection,149 cc,,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
2015,Owner,Bajaj,Lumbini,,38000,None,New,Negotiable,21,"रु 1,55,000",Bajaj Pulsar 150cc,,,,,,,,,,,
,Owner,Bajaj,Narayani,,,None,New,,39,"रु 1,80,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2017,Owner,Bajaj,Lumbini,,8200,Available,New,,2017,,,,,,,,,,,,,
2015,Owner,Bajaj,Gandaki,,24049,None,New,Negotiable,10,"रु 1,95,000",Bajaj Pulsar 220F Frame,,,,,5,,,,,,
2013,Owner,Honda,Gandaki,,25000,None,New,Negotiable,8,"रु 95,000",Honda CB Shine DSS,Carburettor. CV type,124.70 ccm (7.61 cubic inches),"Single cylinder, four-stroke",10,4-speed,Digital CDI,,,OHC,Chain,1.54 litres/100 km (64.9 km/l or 152.74 mpg)
2012,Owner,Bajaj,Bagmati,,45000,None,New,Negotiable,51,"रु 1,30,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2017,Owner,Bajaj,Gandaki,,15000,None,New,Negotiable,13,"रु 2,05,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2015,Owner,Bajaj,Bagmati,,25000,None,New,Negotiable,71,"रु 2,10,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2015,Owner,Suzuki,Lumbini,,15000,None,New,,,,Gixxer SF,,,,,,,,,,,
,Owner,KTM,Gandaki,,70000,None,New,Negotiable,10,"रु 2,50,000",KTM RC 200,Fuel Injection,199 cc,,,,Spark Ignition,,35,Petrol,Chain Drive Wet multi-disc,
2016,Owner,Honda,Narayani,,15000,None,New,Negotiable,45,"रु 1,55,000",Honda Activa 125,Carburettor,109.00 ccm (6.65 cubic inches),"Single cylinder, four-stroke",8,Automatic,,,40,OHC,Chain,
,Owner,Hartford,Gandaki,,25000,None,New,,10,,Hartford VR 150 H,,,,,,,,,,,
2017,Owner,Bajaj,Gandaki,,,None,New,,13,,Pulsar NS160,,,,,,,,,,,
1990,Owner,Honda,Bagmati,Kick,,None,New,,3,"रु 2,00,000",,,,,,5,Kick,,35,,,
2016,Owner,Bajaj,Bagmati,,13000,None,New,Negotiable,70,"रु 2,60,000",Bajaj Pulsar RS200,Petrol,199.5 CC,"Liquid cooled, 4 stroke",200,Manual,,,,,,
2017,Owner,Bajaj,Koshi,,8700,None,New,Negotiable,30,"रु 2,55,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2015,Owner,Yamaha,Narayani,,27200,None,New,Negotiable,32,"रु 1,90,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
,,Yamaha,Narayani,Electric,25000,None,New,,35,"रु 1,80,000",Yamaha FZ S V 2.0,Fuel Injection,149 cc,,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
2013,Owner,Yamaha,Gandaki,Electric & Kick,29000,None,New,,8,"रु 1,20,000",Yamaha FZ,,,,,,,,40,,,
2016,Owner,Crossfire,Bagmati,,15670,None,New,,82,,,,,,,,,,,,,
2016,Owner,Bajaj,Bagmati,,17000,None,New,Negotiable,78,"रु 2,20,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2016,Owner,TVS,Narayani,,34000,None,New,,32,"रु 1,65,000",TVS Apache RTR 160CC,,161 cc,4-Stroke SingleCylinder AirCooled,15,5-Speed,IDI-Dual Mode Digital Ignition,2.5 litre,,,,
2013,Owner,Yamaha,Mechi,Electric,35000,None,New,,5,"रु 1,90,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,35km,,,
2017,Owner,KTM,Bagmati,,18000,Available,New,Negotiable,86,"रु 3,60,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,30,,,
2015,Owner,Hero,Janakpur,Electric & Kick,26000,Available,New,Not negotiable,8,"रु 1,00,000",,,,,,,,,,,,
2017,Owner,Royal Enfield,Bagmati,,3000,None,New,,86,"रु 4,40,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
,Owner,Bajaj,Bagmati,,30000,None,New,,58,,Bajaj Pulsar 150cc,,,,,,,,,,,
2013,Owner,Bajaj,Gandaki,,,None,New,,8,,Bajaj Pulsar 180cc,,,,,,,,,,,
2015,,Crossfire,Bagmati,,15000,None,New,Not negotiable,67,"रु 3,16,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2015,Owner,Hero,Gandaki,,2323,None,New,Negotiable,23,रु 23,Hero New Karizma DSS,,,,,,,,,,,
2018,Owner,Yamaha,Bagmati,,6000,None,New,,87,,,,,,,,,,,,,
2016,Owner,KTM,Bagmati,,14000,None,New,,84,"रु 4,00,000",KTM RC 200,Fuel Injection,199 cc,,,,Spark Ignition,,35,Petrol,Chain Drive Wet multi-disc,
,Owner,Royal Enfield,Narayani,,13000,None,New,Negotiable,45,"रु 3,85,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2014,Owner,Yamaha,Bagmati,,17000,None,New,,-63,,Yamaha FZ S V 2.0,Fuel Injection,149 cc,,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
2017,Owner,Bajaj,Bagmati,,6000,None,New,Negotiable,88,"रु 2,80,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2017,Owner,Bajaj,Lumbini,,4000,None,New,Negotiable,35,"रु 2,10,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2015,Owner,KTM,Bagmati,,30000,None,New,Negotiable,60,"रु 2,90,000",KTM Duke 390,,,"373.2cc, single cylinder, liquid-cooled",,6-speed Manual,Bosch digital integrated spark/fuel injection,,25,,"Wet clutch, 6-speed, chain",
2011,Owner,Honda,Gandaki,,,None,New,,6,,Honda Dio,,,,,,,,,,,
2013,Owner,Bajaj,Bagmati,,41000,None,New,Negotiable,58,"रु 1,43,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2014,Owner,Suzuki,Bagmati,,12000,None,New,Negotiable,65,"रु 1,50,000",Suzuki GZ 250,,,,,,,,,,,
2017,Owner,Bajaj,Lumbini,,6000,None,New,Negotiable,34,"रु 2,20,000",Pulsar NS160,,,,,,,,,,,
2012,Owner,Bajaj,Lumbini,,50000,None,New,Negotiable,12,"रु 90,000",Bajaj Pulsar 180cc,,,,,,,,,,,
2017,Owner,Honda,Narayani,,9500,None,New,Not negotiable,2492,,Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
2016,Owner,KTM,Bagmati,,15000,None,New,,72,"रु 3,40,000",KTM RC 200,Fuel Injection,199 cc,,,,Spark Ignition,,35,Petrol,Chain Drive Wet multi-disc,
2015,Owner,Bajaj,Mechi,,32000,None,New,Negotiable,7,"रु 1,55,000",Bajaj Pulsar AS 150,Petrol,149.50 cc,,,,,,53,,Chain Drive,
2017,Owner,Royal Enfield,Bagmati,,3700,None,New,,90,"रु 4,00,500",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2016,Owner,Royal Enfield,Narayani,,18000,None,New,,44,"रु 3,50,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
,Owner,Bajaj,Narayani,,,None,New,Negotiable,39,"रु 1,09,000",,,,,,,,,,,,
2015,Owner,TVS,Koshi,Electric & Kick,12115,None,New,,23,,TVS Apache RTR 180cc,Carburettor. Mikuni BS-29,177.40 ccm (10.82 cubic inches),"Single cylinder, four-stroke",17,5-speed,IDI-Dual mode digital ignition,1.70 litres (0.45 gallons),40,SOHC,Chain,
,Owner,Yamaha,Sagarmatha,,6300,None,New,,7,,YZF R15S,,,,,,,,,,,
2017,Owner,KTM,Bheri,,1212,None,New,Negotiable,123,रु 223,KTM Duke 390,,,"373.2cc, single cylinder, liquid-cooled",,6-speed Manual,Bosch digital integrated spark/fuel injection,,25,,"Wet clutch, 6-speed, chain",
2008,Dealer,Bajaj,Gandaki,,46000,None,New,Negotiable,4,"रु 80,000",Bajaj Pulsar 150cc,,,,,,,,,,,
,Owner,Bajaj,Narayani,,,None,New,Negotiable,39,"रु 1,08,000",,,,,,,,,,,,
2018,Owner,Honda,Bagmati,Electric & Kick,220,Available,New,Negotiable,86,"रु 2,65,000",Honda CB Hornet 160R,12 l,162.7 CC,"162.71cc, four stroke, air-cooled engine",,Five-speed manual greabox,Carburetor,,62,,5 Speed,
2014,Owner,Hero,Bagmati,Electric & Kick,14230,None,New,,61,"रु 1,40,000",Hero CBZ Xtreme - DSS,Carburettor,149.2cc,"Air Cooled, 4- Stroke, ATFT",14,5-speed,,,,,,
2008,Owner,Hero,Narayani,,20000,None,New,Negotiable,14,"रु 50,000",Hero CBZ Xtreme - DSS,Carburettor,149.2cc,"Air Cooled, 4- Stroke, ATFT",14,5-speed,,,,,,
2017,,Royal Enfield,Narayani,,10500,Available,New,,8091,,Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,35,Petrol,,
2014,Owner,Royal Enfield,Bagmati,,22000,None,New,,67,"रु 3,10,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2008,Owner,Bajaj,Bagmati,,61000,None,New,,26,,,,,,,,,,,,,
,,Hartford,Gandaki,,10000,None,New,,8,"रु 1,70,000",Hartford VR 150 H,,,,,,,,,,,
2014,Owner,Royal Enfield,Bagmati,Electric & Kick,22000,None,New,,67,,Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2017,Owner,Honda,Bagmati,,3500,None,New,,92,"रु 2,35,000",Honda CB Hornet 160R,,162.7 CC,"162.71cc, four stroke, air-cooled engine",,Five-speed manual greabox,Carburetor,,62,,5 Speed,
2010,Owner,Bajaj,Gandaki,,5000,None,New,Negotiable,6,"रु 1,25,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2014,Owner,Royal Enfield,Bagmati,,22000,None,New,,67,"रु 3,10,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2015,Owner,Yamaha,Bagmati,Electric & Kick,25000,None,New,Negotiable,60,"रु 1,25,000",Yamaha New FZS,,,,,,,,,,,
2017,Owner,Bajaj,Gandaki,,8000,None,New,Negotiable,12,"रु 2,25,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2016,Owner,Crossfire,Bagmati,,9600,None,New,Negotiable,79,"रु 4,00,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2017,Owner,Honda,Bagmati,,5000,None,New,,86,"रु 2,45,000",Honda CB Hornet 160R,,162.7 CC,"162.71cc, four stroke, air-cooled engine",,Five-speed manual greabox,Carburetor,,62,,5 Speed,
2017,Owner,Crossfire,Bagmati,,5700,None,New,Negotiable,82,"रु 5,10,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2008,Dealer,Bajaj,Gandaki,Electric & Kick,46000,None,New,Negotiable,4,"रु 80,000",Bajaj Discover 150cc,,,,,,,,,,,
2014,Owner,Bajaj,Bagmati,,23000,None,New,Negotiable,63,"रु 1,65,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2016,Owner,TVS,Lumbini,,6500,None,New,,31,,,,,,,,,,,,,
,Owner,Bajaj,Gandaki,,19000,None,New,,11,,Bajaj Pulsar 220F Frame,,,,,,,,,,,
2008,Dealer,Bajaj,Gandaki,Electric & Kick,46000,None,New,Not negotiable,4,"रु 80,000",,,,,,,,,,,,
2012,Owner,Yamaha,Bagmati,Electric & Kick,29400,None,New,Negotiable,54,"रु 1,45,000",Yamaha New FZS,Carburetter,153,Air cooled,14.2 PS @ 8500 rpm,5,TCI,1,35,Carburettor,Multiplate wet clutch,35 kmpl
2017,Owner,Aprilia,Lumbini,,40,None,New,Negotiable,39,"रु 2,50,000",SR 150,,,,,,,,,,,
,Owner,KTM,Gandaki,,3300,None,New,Negotiable,13,"रु 4,00,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,30,,,
2017,Owner,Bajaj,Mechi,,7500,None,New,Negotiable,9,"रु 2,45,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
,Owner,Hartford,Bagmati,,,None,New,,38,"रु 1,30,000",Hartford VR 150 H,,,,,,,,,,,
2017,Owner,Bajaj,Bagmati,,3000,None,New,Negotiable,88,"रु 2,65,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2017,Dealer,KTM,Bagmati,,900,None,New,,91,,,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2016,Owner,KTM,Gandaki,,13085,None,New,Negotiable,13,"रु 3,75,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
,,Hartford,Gandaki,,,None,New,Not negotiable,8,"रु 1,80,000",Hartford VR 150 H,,,,,,,,,,,
2016,Owner,Bajaj,Bagmati,,19000,None,New,Negotiable,71,"रु 1,70,000",Bajaj Pulsar AS 150,Petrol,149.50 cc,,,,,,53,,Chain Drive,
2016,Owner,Yamaha,Bagmati,,14500,None,New,,77,,Yamaha FZ S V 2.0,Fuel Injection,149 cc,,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
2016,Owner,Bajaj,Narayani,,10000,None,New,Negotiable,44,"रु 2,30,000",Bajaj Pulsar AS 200,,199.5 CC,"Liquid cooled, 4 stroke",,6,,,,,Manual,
2014,Owner,Royal Enfield,Gandaki,,17000,None,New,,9,"रु 3,00,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
,Owner,KTM,Gandaki,,22000,None,New,Negotiable,11,"रु 2,80,000",KTM RC 200,Fuel Injection,199 cc,,,,Spark Ignition,,35,Petrol,Chain Drive Wet multi-disc,
2014,Owner,Yamaha,Bagmati,,18500,None,New,Negotiable,64,"रु 1,40,000",Yamaha FZ,,,,,,,,,,,
2015,Owner,Crossfire,Gandaki,,11000,None,New,Negotiable,11,"रु 3,70,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
,Owner,Crossfire,Bagmati,,14750,None,New,,67,"रु 3,35,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,22,,"5-Speed, International Shift Pattern",22
1989,,Royal Enfield,Bheri,,80000,None,New,Negotiable,1,"रु 2,20,000",Royal Enfield Standard Bullet 350cc,Micarb VM 24,346 cc,"Single Cylinder, Four Stroke, OHV, SI Engine, Air Cooled, Twinspark",20,,Digital TCI,,,,,
2013,Owner,Bajaj,Bagmati,,32000,None,New,Negotiable,58,"रु 1,30,000",Bajaj Pulsar 150cc,,,,,,,,,,,
,Owner,Yamaha,Bagmati,,45000,None,New,,47,,Yamaha R15 v1.5,Petrol,149 cc," Liquid-cooled, 4-stroke, SOHC",150,"6 gear, Clutch : Wet",Carburettor,,40,,Constant mesh 6-speed Chain,
2006,Owner,Hero,Bagmati,Kick,42000,None,New,,20,,Hero Super Splendor DRS,,100 cc,standard,100,4,,yes,50,,,
2014,Owner,Honda,Gandaki,,17000,None,New,Negotiable,9,"रु 95,000",,,109cc,4Stroke air cooled SI engine,,,,,,,,
2018,Owner,Royal Enfield,Bagmati,,1700,None,New,,90,,Royal Enfield Thunderbird 350cc,"UCAL, BS29",346 cc,"Single Cylinder, 4 stroke, Twinspark, Air cooled",20,5 Speed Constant Mesh,Transistorized Coil Ignition (TCI),1.25 litre,,,,
2017,Owner,Bajaj,Bagmati,,800,None,New,Not negotiable,92,"रु 2,85,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2017,Owner,Bajaj,Bagmati,,1100,None,New,Negotiable,91,"रु 2,80,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2015,Owner,Bajaj,Bagmati,,21000,None,New,Negotiable,68,"रु 1,68,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2006,Owner,Hero,Bagmati,,80000,None,New,,21,"रु 30,000",Hero Splendor PRO,Carburettor,97.50 ccm (5.95 cubic inches),"Single cylinder, four-stroke",8,4-speed,Digital CDI,1.00 litres (0.26 gallons),50,OHC,Chain,
2016,Owner,Hero,Bagmati,,14000,None,New,Negotiable,64,"रु 1,15,000",Hero Pleasure,Carburettor,102.00 ccm (6.22 cubic inches),"Single cylinder, four-stroke",7,Automatic,C.D.I.,,,OHC,Shaft drive (cardan),
,,Bajaj,Bagmati,,11200,None,New,,85,"रु 2,45,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2010,Owner,Yamaha,Bagmati,,39000,None,New,Negotiable,30,"रु 1,20,000",Yamaha R15,,,,,,,,,,,
,,TVS,Gandaki,,,None,New,Negotiable,3,"रु 25,000",,,,,,,,,,,,
,Owner,KTM,Bagmati,,12000,None,New,,70,,KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2016,Owner,Royal Enfield,Narayani,,14000,None,New,,43,"रु 3,45,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2014,Owner,Other Bike Brand,Bagmati,,,None,New,,70,"रु 2,65,000",,,,,,,,,,,,
2013,Owner,Honda,Narayani,,25000,None,New,Not negotiable,25,"रु 1,40,000",Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
,Owner,Honda,Bagmati,,13000,None,New,,62,,Honda CBR 250R (Non ABS),"Injection. PGM-Fi, 38mm throttle body",249.40 ccm (15.22 cubic inches),"Single cylinder, four-stroke",,6-speed,Computer-controlled digital transistorized with electronic advance,,,DOHC,Chain,3.05 litres/100 km (32.8 km/l or 77.12 mpg)
,Owner,Honda,Bagmati,,13000,None,New,,62,,Honda CBR 250R (Non ABS),"Injection. PGM-Fi, 38mm throttle body",249.40 ccm (15.22 cubic inches),"Single cylinder, four-stroke",,6-speed,Computer-controlled digital transistorized with electronic advance,,,DOHC,Chain,3.05 litres/100 km (32.8 km/l or 77.12 mpg)
2014,Owner,Bajaj,Bagmati,,32000,None,New,Negotiable,64,"रु 1,80,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
,Owner,Bajaj,Bagmati,Electric,26000,None,New,,62,,Bajaj Pulsar 200 NS Naked Sport,,199.5cc,,24,6,Electric,2.5,32,,,Petrol
2008,Owner,Bajaj,Bagmati,,20265,None,New,Negotiable,34,"रु 80,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2015,Owner,Royal Enfield,Gandaki,,13500,None,New,,10,"रु 3,50,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2017,Owner,KTM,Bagmati,,200,None,New,Not negotiable,90,रु 420,KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2017,Owner,TVS,Gandaki,,2000,None,New,,2017,,TVS Apache RTR 200 4v,Carburetor Petrol,197.75 cc,SI 4 Stroke Oil Cooled Single Cylinder ,,Manual,IDI - Dual Mode Digital Ignition ,,35,,Chain Drive ,
2017,Owner,TVS,Gandaki,,2000,None,New,,2017,,TVS Apache RTR 200 4v,Carburetor Petrol,197.75 cc,SI 4 Stroke Oil Cooled Single Cylinder ,,Manual,IDI - Dual Mode Digital Ignition ,,35,,Chain Drive ,
2013,Owner,Honda,Narayani,Electric,25000,None,New,,25,"रु 1,40,000",Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
,Owner,Honda,Koshi,,10000,None,Old,Negotiable,1,"रु 20,000",CD 110 Dream,,,,,,,,45,,,
2007,Owner,Hero,Bagmati,,80000,None,New,Negotiable,21,"रु 34,000",Hero Super Splendor DRS,,,,,,,,,,,
2015,Owner,KTM,Bagmati,,12000,None,New,,71,"रु 3,30,000",,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",26bhp,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,30-35,,Manual,
2008,Owner,Bajaj,Lumbini,,25050,None,New,Negotiable,4,"रु 65,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2016,Owner,KTM,Lumbini,,10000,None,New,Not negotiable,32,"रु 3,60,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2015,Owner,KTM,Lumbini,,26000,None,New,,22,"रु 3,00,000",KTM RC 390,Petrol,373 cc,,,6 Manual,Spark Ignition,,25,,Chain Drive Wet multi-disc,
2016,Owner,Bajaj,Bagmati,Electric,15200,None,New,,74,"रु 2,00,000",Bajaj Pulsar 200 NS Naked Sport,,199.5cc,,,6,Electric ,,25-30,,Carburetor ,
2016,Owner,TVS,Gandaki,Electric,3600,None,New,,13,,TVS Apache RTR 200 4v,Carburetor Petrol,197.75 cc,SI 4 Stroke Oil Cooled Single Cylinder ,20.23 bhp @ 8500 rpm,Manual,IDI - Dual Mode Digital Ignition ,2.50 liters,30-35 km per liter,,Chain Drive ,32 kmpl
2015,Owner,KTM,Bagmati,,12000,None,New,Not negotiable,70,"रु 3,20,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2010,Owner,Bajaj,Bagmati,,47000,None,New,,43,"रु 1,00,000",Bajaj Avenger Street 220cc,Injection,219.00 ccm (13.36 cubic inches),"Single cylinder, four-stroke",19,,,3.40 litres (0.90 gallons),,,Chain,
2012,Owner,Honda,Bagmati,,34000,None,New,Not negotiable,50,"रु 85,000",Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
